run_id,strategy,calendar_interval,season,grain_tha,pest_loss_tha,spray_count,end_money
calendar_96,calendar,14,2,2.9885770722876983,1.0190005277123029,5,22619.116459579847
calendar_97,calendar,14,2,2.963768784037287,1.0438088159627135,5,21919.060021954112
calendar_98,calendar,14,3,3.0812805870376723,0.9262970129623281,5,30692.766542493653
calendar_99,calendar,14,3,2.9417656281249864,1.0658119718750132,5,30868.852312988074
calendar_96,calendar,14,3,3.072775813200298,0.9348017867997018,5,31337.44389918074
calendar_97,calendar,14,3,2.9442126017129095,1.0633649982870892,5,30251.69782709284
calendar_102,calendar,14,1,2.971947294121005,1.035630305878996,5,13415.841882363015
calendar_103,calendar,14,1,3.0123658205886135,0.9952117794113845,5,13537.097461765841
calendar_100,calendar,14,1,3.0577175044174183,0.9498600955825813,5,13673.152513252255
calendar_101,calendar,14,1,2.977671661626819,1.0299059383731801,5,13433.014984880458
calendar_102,calendar,14,2,3.0062226727540025,1.0013549272459972,5,21934.509900625024
calendar_103,calendar,14,2,3.026535837860611,0.981041762139389,5,22116.704975347675
calendar_100,calendar,14,2,2.936075315180673,1.0715022848193265,5,21981.378458794272
calendar_101,calendar,14,2,3.0577422433887382,0.9498353566112607,5,22106.24171504667
calendar_102,calendar,14,3,3.045257667308165,0.9623199326918347,5,30570.28290254952
calendar_103,calendar,14,3,3.0168760291212924,0.9907015708787075,5,30667.33306271155
calendar_100,calendar,14,3,2.9889639132897403,1.0186136867102604,5,30448.270198663493
calendar_101,calendar,14,3,3.0722827450322145,0.9352948549677865,5,30823.089950143316
calendar_106,calendar,14,1,2.9922140767404914,1.0153635232595075,5,13476.642230221474
calendar_107,calendar,14,1,2.95290137006127,1.0546762299387298,5,13358.70411018381
calendar_104,calendar,14,1,3.1171587337959727,0.8904188662040273,5,13851.476201387919
calendar_105,calendar,14,1,2.961960581046501,1.0456170189534981,5,13385.881743139504
calendar_106,calendar,14,2,2.9947321303040666,1.0128454696959341,5,21960.838621133676
calendar_107,calendar,14,2,2.9174030539340436,1.0901745460659564,5,21610.91327198594
calendar_104,calendar,14,2,2.8975635782545455,1.1100140217454533,5,22044.166936151556
calendar_105,calendar,14,2,2.9224283355324103,1.0851492644675893,5,21653.166749736734
calendar_106,calendar,14,3,3.0686203191400496,0.9389572808599508,5,30666.699578553824
calendar_107,calendar,14,3,3.0661057288289797,0.94147187117102,5,30309.230458472877
calendar_104,calendar,14,3,2.9329048861496956,1.0746727138503027,5,30342.881594600643
calendar_105,calendar,14,3,3.115003267870969,0.8925743321290308,5,30498.176553349644
calendar_110,calendar,14,1,2.8975230582094262,1.1100545417905732,5,13192.56917462828
calendar_111,calendar,14,1,3.0103985945204856,0.9971790054795144,5,13531.195783561458
calendar_108,calendar,14,1,2.9675014310221433,1.0400761689778575,5,13402.50429306643
calendar_109,calendar,14,1,3.0122571828487508,0.9953204171512486,5,13536.771548546252
calendar_110,calendar,14,2,2.906887479329647,1.1006901206703525,5,21413.23161261722
